1000 10000
677 89 172
97 559 737
682 317 654
364 452 832
896 616 382
176 858 601
4 765 216
422 122 825
813 636 41
186 86 615
284 567 929
30 980 210
276 963 342
957 954 367
913 154 615
864 487 964
755 113 899
972 177 237
76 180 390
33 61 749
768 970 882
105 516 176
495 265 726
938 165 489
90 418 3
621 41 578
555 732 396
567 624 916
779 23 742
353 376 43
980 2 824
811 984 522
275 99 449
294 931 142
423 647 604
619 130 640
90 709 220
30 410 480
634 258 205
81 493 588
856 468 684
737 84 661
77 625 125
760 525 90
739 195 92
679 622 970
152 886 6
850 320 425
501 759 343
428 471 851
405 642 494
999 509 9
705 683 851
239 60 512
363 213 827
859 847 353
847 358 384
296 361 235
898 499 455
701 112 618
415 914 258
787 531 220
244 141 174
681 199 203
156 98 550
991 700 32
74 949 558
562 590 78
53 738 196
849 136 995
258 787 708
990 533 814
788 604 132
721 303 99
217 374 562
651 629 513
694 759 854
264 616 249
989 700 312
873 663 89
482 721 53
659 847 943
420 27 661
516 868 602
236 21 204
620 509 696
100 639 967
220 975 611
455 980 255
901 692 795
952 845 514
346 718 725
158 776 805
245 128 209
601 903 442
173 662 831
307 148 410
990 510 740
928 816 93
203 513 680
80 300 913
766 328 732
429 240 794
631 280 806
741 830 933
9 720 921
297 907 339
313 962 956
142 783 906
226 122 261
339 306 685
824 605 509
101 131 316
226 738 792
142 560 634
414 920 569
194 273 17
766 70 885
112 690 507
951 806 697
712 384 768
312 49 445
288 750 84
181 463 469
799 685 388
873 516 888
68 501 322
873 935 342
44 954 168
112 79 991
230 605 615
696 282 496
41 880 425
180 609 917
902 522 615
875 719 629
676 70 340
985 883 13
364 585 880
994 394 907
162 789 478
840 156 206
822 923 857
487 683 507
86 761 624
705 652 67
543 227 981
667 150 468
991 618 824
458 276 876
5 528 884
369 559 810
242 820 776
922 22 265
930 452 3
525 571 99
206 109 964
580 875 277
366 664 83
261 34 942
10 857 167
190 206 900
180 435 356
331 989 90
389 854 241
755 925 416
637 555 397
987 794 117
381 392 307
550 926 148
919 33 937
586 4 875
911 688 755
153 561 423
759 287 138
534 889 169
496 26 669
688 177 829
549 785 100
387 749 371
616 132 607
743 990 104
590 332 616
182 399 916
495 672 836
641 780 226
355 463 438
341 471 879
325 904 444
43 213 536
918 636 575
703 427 99
178 842 952
74 764 971
931 194 378
543 422 543
151 491 320
422 552 737
795 273 446
620 399 869
472 999 494
122 555 994
915 143 593
619 71 381
625 784 872
971 7 392
177 653 416
531 670 848
716 980 349
784 977 528
40 754 218
828 609 868
635 775 805
935 401 649
881 296 298
491 448 747
754 467 208
892 70 189
492 556 885
228 794 89
181 318 690
705 361 965
852 180 224
461 38 548
848 532 270
632 710 102
588 536 572
905 78 452
933 948 78
377 96 28
742 629 147
820 381 247
394 242 261
632 56 105
758 72 256
265 77 962
617 769 921
872 994 734
804 786 156
931 922 161
460 318 762
617 797 6
846 417 387
384 327 61
196 402 309
612 29 228
95 631 602
784 781 799
126 874 854
617 217 905
724 770 168
429 372 24
876 989 520
772 986 4
998 569 35
684 241 290
646 196 72
743 76 578
209 880 656
132 153 928
921 272 382
82 490 78
47 592 961
20 543 381
419 608 672
528 294 930
307 241 665
335 708 173
279 727 943
194 849 210
71 974 403
81 1 992
770 376 212
825 455 494
755 830 489
590 201 571
21 754 462
619 721 200
653 559 280
942 427 333
548 699 442
270 125 16
887 410 437
826 245 996
592 945 703
219 579 236
890 597 592
413 864 591
530 737 514
306 972 78
808 408 174
79 545 600
878 404 552
262 992 316
481 142 429
48 636 167
648 724 497
775 711 805
875 340 883
283 852 582
82 132 936
44 727 723
115 13 779
215 708 490
18 132 204
64 855 616
503 806 236
120 234 533
413 468 61
66 652 565
176 325 160
236 364 379
784 893 340
822 276 55
271 49 172
942 652 332
587 608 962
784 458 383
763 570 55
578 188 983
784 701 953
232 588 669
348 72 502
742 861 609
144 175 362
913 194 813
19 279 168
118 369 265
10 361 205
850 329 958
229 322 306
202 602 774
572 848 848
293 613 314
772 219 484
461 302 69
900 197 448
4 972 385
783 930 164
793 129 598
251 66 357
328 324 964
492 180 151
329 527 730
429 544 620
762 728 447
618 521 182
941 38 373
198 786 972
972 771 308
558 311 165
3 949 263
20 279 950
451 188 810
748 586 841
256 407 616
638 301 38
290 13 277
839 17 875
839 400 102
261 428 971
748 745 509
586 405 655
825 252 348
377 131 582
580 316 167
584 422 297
836 494 410
443 834 856
331 861 204
240 549 641
563 296 934
994 966 52
46 569 677
630 401 237
272 801 945
902 882 59
91 123 504
123 931 601
627 47 479
840 680 363
52 495 14
917 159 239
399 333 495
179 294 267
906 119 350
879 432 222
900 192 794
857 396 260
920 692 62
321 387 326
208 347 870
987 974 671
981 138 467
619 76 980
529 301 921
200 629 994
306 480 606
795 971 574
248 450 459
3 939 544
748 658 869
470 777 860
528 846 221
677 476 304
128 546 625
822 274 483
508 28 349
454 280 135
327 671 431
434 645 895
445 531 21
8 883 717
60 433 646
186 967 171
370 982 7
529 216 873
556 804 529
565 856 504
90 930 834
878 962 162
591 808 159
51 433 371
614 772 526
602 194 886
573 261 732
453 84 658
327 451 125
823 376 893
641 567 96
353 726 249
495 784 427
262 51 829
970 574 564
25 494 845
926 594 658
917 789 721
746 742 371
504 102 30
871 1 32
160 248 29
505 170 325
654 296 854
481 541 391
271 377 569
799 215 488
414 106 437
408 989 394
667 156 937
378 743 978
584 871 373
385 36 940
352 390 329
359 258 199
814 216 943
835 197 794
345 416 899
68 448 95
667 447 397
876 603 606
107 801 39
519 879 240
907 64 836
265 569 791
230 349 234
732 900 865
410 344 445
136 58 959
903 996 366
338 974 118
315 205 98
586 465 850
927 435 626
174 991 170
337 784 599
460 333 993
280 532 407
834 304 966
352 461 87
900 901 516
519 861 832
362 516 717
667 254 344
483 631 836
513 962 800
544 275 457
602 815 50
41 95 162
288 113 696
521 610 236
291 446 230
472 870 27
992 721 149
639 536 786
812 879 426
140 328 295
247 653 482
783 3 739
80 741 341
677 457 352
409 72 755
607 384 709
97 917 984
267 121 425
488 639 515
399 85 844
492 273 579
751 368 246
762 113 674
500 987 646
457 432 753
120 719 497
337 723 135
514 779 159
496 551 760
225 536 757
169 854 68
734 416 846
608 320 778
792 890 885
327 899 968
506 235 728
810 627 520
52 559 66
492 346 889
467 493 620
125 580 688
589 37 946
980 423 503
886 330 542
446 857 39
208 718 582
781 888 857
524 445 628
895 586 65
919 619 145
405 790 986
760 979 113
578 195 570
359 307 588
524 275 763
892 380 234
886 937 641
232 896 731
702 772 625
856 269 105
709 67 792
590 276 455
708 127 79
780 566 920
229 841 294
38 963 983
187 527 107
111 395 33
161 806 957
195 183 418
704 275 883
235 529 768
605 90 868
974 126 19
424 762 427
821 405 23
873 636 873
531 465 910
948 202 94
323 957 1000
957 582 796
939 568 162
67 962 35
354 782 636
511 243 677
934 16 471
448 561 23
877 428 577
501 407 539
295 338 872
524 680 285
426 800 749
897 880 438
699 82 201
97 739 230
801 940 874
63 501 841
122 645 242
424 891 208
940 729 504
736 59 561
118 462 791
800 496 703
938 251 398
715 852 793
545 478 54
902 410 588
384 833 320
676 788 7
585 30 112
414 666 341
504 47 589
734 284 708
114 525 395
692 369 357
793 176 961
658 381 333
764 563 361
497 907 754
83 904 665
867 791 810
254 404 845
40 758 300
278 262 674
601 831 527
813 883 776
879 532 373
179 79 544
915 437 740
776 221 214
419 26 71
114 468 386
379 732 677
680 313 912
32 392 877
339 98 819
622 819 865
445 430 855
66 751 523
386 291 961
124 783 433
453 445 479
261 818 926
835 171 802
880 90 412
620 1000 528
328 369 355
204 426 527
839 835 297
778 219 741
712 637 210
905 408 624
251 554 397
947 906 836
816 960 59
481 627 855
318 524 714
335 316 480
177 245 814
563 854 405
790 808 390
121 931 215
382 106 197
267 408 812
385 435 981
382 862 521
728 732 886
966 334 479
194 463 67
707 770 494
896 806 973
653 540 867
442 860 970
357 449 819
153 91 630
346 115 685
255 412 596
27 461 11
846 454 130
230 371 663
328 99 660
546 460 111
210 472 599
504 369 725
624 671 822
103 114 300
745 879 155
118 940 656
498 331 482
806 717 130
690 502 310
869 463 576
897 781 269
672 965 328
350 450 792
551 931 808
506 42 476
363 434 374
295 679 164
113 53 967
5 771 957
255 741 306
699 241 881
29 419 346
804 25 266
661 478 454
327 806 689
335 990 926
917 677 28
291 324 60
951 263 491
32 432 591
851 931 839
279 964 985
188 514 81
807 44 378
660 639 181
339 741 956
49 750 381
291 330 834
543 390 142
910 130 54
698 823 72
277 434 812
649 544 933
332 469 401
192 513 765
632 996 289
945 696 493
404 558 244
221 785 97
839 174 14
329 246 675
901 38 896
111 360 394
371 840 101
339 48 795
866 678 223
601 176 789
366 237 852
130 333 552
764 960 655
171 573 947
282 604 420
588 353 578
827 609 892
920 262 770
506 518 131
735 469 154
166 963 789
279 446 736
115 999 533
809 604 835
472 297 100
57 613 764
232 619 513
660 299 16
396 540 48
600 891 726
692 139 61
358 804 691
927 966 919
67 992 26
968 447 491
145 906 934
352 810 129
96 107 861
554 797 223
131 464 863
618 893 480
372 305 72
267 625 431
363 835 90
184 696 543
867 299 711
170 464 154
173 658 951
684 483 378
760 606 731
57 704 678
932 686 993
984 403 50
311 482 423
721 230 291
604 642 529
455 666 629
201 172 504
446 201 717
750 263 230
548 227 649
98 324 991
430 475 822
855 37 58
994 595 200
476 636 243
91 451 409
136 285 31
203 658 140
946 66 836
465 362 193
213 575 600
702 672 95
612 186 131
133 251 273
284 661 646
682 806 237
223 502 699
404 165 683
691 397 359
981 871 4
137 824 984
685 343 848
31 333 534
82 142 254
353 16 844
257 385 35
190 936 19
964 387 520
144 689 863
897 693 103
939 668 365
866 537 349
36 690 576
58 694 159
997 334 909
308 584 909
168 440 995
565 588 919
685 431 836
938 637 327
282 466 74
10 685 885
576 447 968
42 269 453
874 702 13
323 538 627
767 301 296
780 523 14
256 379 531
203 439 790
681 396 533
491 265 348
561 586 503
379 6 615
521 965 186
643 708 184
939 842 607
886 901 83
782 688 930
246 315 165
476 243 863
826 934 992
454 765 289
815 426 58
593 7 203
306 68 549
802 899 888
211 274 879
940 517 481
511 94 315
881 912 801
936 255 356
51 174 535
110 992 561
159 914 754
706 634 455
287 631 219
463 241 384
888 262 200
388 31 918
808 270 528
305 595 150
136 738 529
628 356 1000
619 950 212
892 89 92
590 657 939
738 87 888
930 399 524
785 295 145
549 863 714
686 5 472
367 806 981
743 89 343
720 815 949
252 806 453
777 436 296
419 447 363
737 200 967
689 210 960
669 375 853
815 29 30
516 806 953
463 475 156
531 694 380
701 589 875
857 573 575
899 432 519
560 637 701
444 440 74
927 66 591
810 465 758
550 656 717
963 520 326
500 777 734
446 43 570
976 369 992
745 818 532
132 996 361
330 718 677
518 765 608
149 163 318
611 192 651
812 717 868
563 236 148
422 655 758
370 100 370
425 537 976
421 277 982
157 256 859
725 974 446
366 140 19
308 910 217
132 286 637
82 710 900
677 708 923
326 177 975
734 863 873
520 790 874
968 21 575
979 274 867
424 547 869
365 250 785
738 917 110
982 157 826
944 682 773
674 129 862
641 424 681
375 685 675
224 249 328
742 86 597
272 489 132
222 658 75
187 175 93
42 173 850
292 417 290
390 288 746
902 453 479
238 916 653
973 437 835
190 972 90
796 500 187
141 221 952
506 17 936
891 407 633
880 577 851
779 735 826
627 822 120
369 412 889
178 273 989
946 691 926
403 466 72
409 993 575
824 295 580
890 369 172
256 428 313
429 534 286
532 125 836
8 679 955
547 803 973
638 128 44
381 259 17
718 548 371
308 746 96
887 434 347
125 85 350
871 64 248
932 767 196
751 601 610
488 638 389
360 573 980
923 276 3
574 101 155
127 764 388
813 204 443
16 994 609
527 546 110
243 455 527
505 512 493
251 139 473
920 825 893
14 360 50
891 175 829
831 533 973
291 130 138
333 754 662
389 990 222
838 995 474
49 690 233
527 469 752
307 576 383
142 686 99
664 322 840
31 564 273
64 519 986
72 286 680
690 98 45
203 722 361
78 898 609
683 139 557
128 712 32
752 686 9
978 397 610
697 778 218
894 387 413
459 208 393
23 461 201
443 427 951
406 392 616
170 290 661
865 181 243
380 432 975
568 490 961
242 741 270
62 901 514
21 696 758
647 912 322
904 313 206
955 698 484
349 568 464
824 665 505
244 917 646
830 233 844
41 781 732
431 280 754
758 697 913
485 646 320
89 357 258
133 287 997
678 992 787
596 465 526
634 605 859
581 40 752
529 407 505
534 733 879
103 617 986
296 694 803
613 571 24
504 784 840
973 880 889
794 406 67
378 283 389
166 402 995
733 927 884
231 117 273
876 114 259
118 295 737
883 127 422
75 460 345
758 698 948
882 94 583
44 50 920
566 647 642
514 245 536
286 333 365
503 1 556
994 405 429
911 29 893
388 97 832
775 663 473
46 282 232
822 881 681
313 327 420
14 940 105
747 902 966
923 937 680
676 937 203
343 423 576
757 24 968
929 172 994
446 238 301
435 115 369
35 437 335
347 469 988
418 348 246
922 304 725
154 54 208
945 254 12
674 548 84
468 704 474
752 780 881
378 958 261
669 794 224
571 293 247
915 956 890
683 811 330
841 818 301
425 462 275
488 494 465
602 752 310
885 555 559
436 363 231
591 3 983
923 452 485
68 807 540
196 622 814
843 500 323
301 740 979
252 384 75
9 777 24
80 522 253
260 906 906
487 153 851
296 100 349
554 723 244
324 703 876
333 712 71
448 697 287
911 296 351
497 12 920
295 621 966
967 6 941
434 775 53
516 469 161
17 429 189
964 110 611
339 57 195
612 548 827
112 904 334
346 481 604
125 730 411
712 887 402
790 218 114
269 64 704
253 16 684
284 849 34
654 996 964
689 834 18
662 933 924
297 606 488
317 462 67
81 215 132
897 471 709
976 245 253
723 122 88
665 3 804
850 895 572
322 672 611
328 697 123
703 689 625
402 475 489
590 320 759
502 234 627
711 317 364
453 235 441
187 940 305
830 644 339
653 260 948
133 557 208
680 972 714
169 65 475
445 580 277
195 689 772
885 288 548
623 799 691
361 829 332
849 521 975
223 290 551
818 749 597
146 461 268
577 184 325
808 656 933
125 576 828
934 225 467
668 299 87
962 243 420
700 6 937
293 198 727
504 976 50
117 892 892
521 24 635
971 323 61
857 862 612
303 187 701
767 878 135
173 624 801
720 841 75
674 402 987
217 105 612
454 461 957
423 198 283
779 171 573
535 46 63
543 484 44
65 338 5
533 632 267
602 527 60
691 173 816
522 363 698
76 72 651
260 691 173
359 89 628
538 131 532
1 342 682
136 148 86
329 250 361
682 571 841
620 529 682
419 929 650
569 262 122
172 377 360
255 706 558
736 933 416
424 90 180
834 372 914
728 698 305
516 807 387
966 615 824
725 164 440
524 220 147
487 490 24
576 377 104
159 871 476
319 816 874
188 854 766
100 123 667
183 33 521
831 425 219
652 147 569
128 67 128
744 25 897
193 574 341
630 205 253
263 11 680
73 541 8
305 435 740
12 612 646
422 684 912
55 994 131
867 312 205
332 283 809
525 975 12
590 898 140
44 283 590
498 174 854
128 935 836
220 560 792
972 21 522
128 40 110
842 685 522
536 668 474
550 85 360
154 491 672
619 633 619
123 600 547
224 152 977
557 763 578
216 624 928
73 524 682
723 5 205
401 920 145
430 931 501
315 632 822
940 247 15
536 447 227
930 220 519
289 71 666
417 42 757
619 420 392
757 874 985
731 415 818
133 379 45
347 726 324
832 317 435
571 736 980
559 624 108
35 16 915
35 257 146
227 620 845
160 399 694
936 363 858
697 929 499
797 705 567
831 13 846
936 818 727
573 801 500
923 552 959
933 7 133
525 313 822
635 322 621
338 947 805
915 533 164
179 622 295
248 641 436
363 948 922
698 625 461
535 334 312
575 415 758
871 270 874
297 597 21
24 43 287
268 120 208
483 822 466
368 91 148
821 179 431
802 476 445
8 471 423
640 555 373
280 242 142
993 905 493
398 388 876
431 150 552
224 330 12
565 144 875
734 520 563
711 353 464
752 198 441
818 409 509
996 38 879
403 782 486
429 309 151
738 758 557
658 832 161
880 1 179
18 543 99
123 526 701
344 381 854
864 320 855
140 552 555
553 996 524
81 579 452
173 860 461
500 959 371
283 679 978
912 342 344
35 394 353
569 831 696
388 841 109
870 79 965
893 732 788
866 153 658
736 189 526
604 340 891
939 676 219
231 255 782
621 835 286
147 248 760
801 778 713
726 371 142
124 939 174
606 505 176
105 461 68
56 824 545
548 668 565
793 98 971
859 228 473
655 490 221
485 365 325
42 975 473
850 18 767
816 548 831
360 66 460
761 324 673
539 919 648
522 671 762
516 756 454
446 247 421
113 806 387
856 135 12
182 2 514
205 925 56
691 640 894
133 564 164
892 862 160
42 594 99
855 456 209
148 222 207
182 206 881
416 911 907
975 294 734
183 93 240
655 822 787
847 543 421
26 601 803
651 191 309
730 997 485
578 56 411
854 863 408
530 789 899
658 394 608
571 419 842
86 487 155
980 540 840
632 432 725
329 728 265
151 192 792
767 689 655
75 513 564
342 945 373
96 428 869
400 811 603
420 755 758
139 764 98
170 589 377
121 804 937
977 139 576
240 905 913
366 45 426
121 77 152
704 163 328
501 426 207
376 230 307
654 136 218
961 447 410
639 883 891
668 341 504
907 15 82
587 892 176
931 406 611
637 379 487
785 276 951
852 302 112
369 42 223
16 572 367
4 510 115
147 605 994
783 901 407
35 424 744
116 547 327
459 60 999
686 986 575
996 933 309
375 843 17
976 98 958
877 742 446
234 719 58
574 720 835
400 682 218
51 674 947
672 75 163
246 438 314
784 321 810
937 600 318
409 245 854
871 288 640
987 154 865
732 393 565
50 398 877
974 162 825
64 703 511
843 241 653
742 82 355
267 306 772
172 229 665
207 809 84
98 195 145
212 200 12
822 795 456
698 845 732
480 689 995
653 788 129
554 466 217
390 62 108
337 583 107
404 483 132
365 233 245
700 396 409
551 997 903
940 673 292
459 608 800
658 936 20
993 259 107
576 682 213
161 993 23
838 131 348
748 328 438
769 352 149
66 235 745
702 87 123
705 64 516
453 767 833
747 982 381
387 41 572
472 104 797
524 748 336
610 766 363
181 332 94
808 356 617
882 126 719
714 922 818
227 452 327
41 387 680
666 974 493
641 752 441
197 5 756
162 205 552
566 246 156
743 563 767
970 653 250
555 221 16
370 545 321
343 488 298
573 374 155
559 388 332
113 954 201
713 197 182
897 603 860
330 794 760
488 148 463
922 936 404
956 115 951
684 213 908
400 228 724
863 484 689
711 678 357
894 404 737
809 988 196
53 963 565
716 858 127
637 138 306
245 566 251
24 603 300
102 505 729
539 249 569
644 682 927
388 888 660
675 787 5
28 213 828
393 915 621
907 697 685
125 833 182
446 14 644
717 724 512
131 346 954
635 306 575
621 330 306
815 165 456
459 654 15
385 499 870
360 285 164
368 510 382
670 457 965
726 772 137
549 295 428
322 210 448
277 171 357
44 420 948
839 771 243
76 927 480
274 320 896
564 279 260
92 696 123
483 563 451
90 161 639
633 676 933
61 333 78
282 504 18
856 801 628
222 520 45
8 595 5
868 535 391
293 447 180
681 641 375
189 828 173
537 120 35
795 657 277
10 693 708
442 31 885
592 992 986
559 787 768
150 183 847
306 776 635
956 287 780
815 951 315
75 489 472
384 338 346
179 643 280
498 203 320
691 916 241
907 821 521
984 980 898
939 788 249
808 126 770
693 265 371
734 924 989
392 620 89
708 531 382
959 23 260
476 47 431
496 371 866
63 459 767
690 918 46
430 423 656
979 822 443
233 180 949
516 944 130
92 160 637
194 355 42
193 136 186
303 516 318
309 877 625
313 725 200
619 917 712
904 563 796
1000 346 613
253 523 107
892 840 450
783 949 817
387 724 826
674 947 530
36 213 84
462 999 917
894 84 735
604 777 779
856 570 142
980 159 742
88 228 364
552 711 417
792 524 976
851 34 811
325 937 910
149 429 660
254 996 769
179 331 804
970 156 934
685 43 686
455 937 978
924 469 182
343 781 644
81 818 288
9 878 842
499 887 242
780 27 38
162 296 588
797 850 841
154 279 914
450 570 913
272 231 759
895 541 269
860 312 892
813 913 18
592 969 955
541 744 276
632 576 921
871 681 856
717 143 910
446 423 61
506 771 320
588 811 905
330 864 907
929 2 66
620 409 66
133 812 277
47 760 61
675 667 349
93 554 23
831 577 73
768 529 133
98 794 491
674 342 138
957 439 959
98 884 320
608 799 714
340 325 687
776 415 714
688 33 724
268 23 63
322 875 894
461 854 789
549 89 456
630 447 829
240 190 508
777 938 117
683 43 577
747 337 573
312 655 160
683 739 703
615 201 330
643 138 415
839 569 579
230 783 766
629 214 358
742 198 458
415 518 1
406 326 430
813 103 885
36 150 509
570 891 337
810 797 248
228 903 24
990 21 468
794 327 946
303 108 62
778 843 709
470 424 42
155 90 71
20 781 974
614 175 914
192 368 658
941 638 282
391 110 432
151 59 147
471 553 733
69 924 495
53 791 711
17 143 396
271 207 682
165 163 403
800 733 297
526 716 991
841 807 296
564 103 385
963 13 930
491 602 87
432 240 408
651 58 233
852 151 347
460 149 716
876 256 954
258 221 272
157 194 961
706 991 618
39 282 842
79 17 696
453 272 15
543 436 291
403 917 269
284 518 206
187 630 965
802 660 981
310 706 360
808 181 266
800 269 107
537 62 549
621 994 290
3 435 575
866 731 719
304 446 426
811 963 262
616 858 562
397 662 237
569 906 114
762 167 1000
282 997 992
691 140 210
99 565 922
775 146 629
8 57 19
384 973 84
392 545 902
562 946 93
326 3 243
576 403 43
483 823 185
231 626 501
87 832 619
184 936 455
709 861 170
543 81 43
87 23 291
907 229 663
256 131 265
938 749 359
986 442 673
452 273 159
557 967 141
109 49 507
219 216 357
898 283 385
894 333 696
140 602 927
856 324 684
350 34 699
753 443 184
456 591 25
607 956 48
267 566 246
778 348 211
130 823 284
432 868 258
117 494 776
404 885 556
287 315 36
456 272 556
223 338 655
479 632 13
629 498 283
144 22 84
973 615 597
480 763 712
354 362 213
937 100 919
762 617 872
119 934 618
972 102 294
803 693 972
315 82 11
451 600 171
795 135 100
405 345 344
281 236 283
781 389 252
111 511 245
845 975 963
239 875 439
978 454 951
300 93 72
172 763 587
503 460 504
991 900 815
431 69 991
135 176 489
370 430 633
680 722 558
74 601 600
844 644 408
707 167 283
258 852 406
375 732 984
339 664 603
3 348 237
951 245 551
627 844 831
223 321 71
286 595 223
678 118 412
886 258 258
854 528 272
557 672 165
848 736 651
366 810 482
769 476 927
601 646 314
597 401 156
655 468 733
304 53 729
349 727 790
35 516 431
2 332 45
624 278 39
158 756 282
345 873 113
190 574 819
593 989 890
664 513 947
797 560 554
775 183 300
206 311 887
92 330 743
22 124 683
689 551 347
529 663 828
157 679 745
108 863 586
484 254 154
350 333 121
970 727 177
356 435 530
731 600 801
1000 874 323
553 33 199
770 109 359
334 774 775
29 840 390
898 830 708
614 360 483
781 646 866
723 625 456
665 647 662
605 661 906
594 601 52
626 439 221
948 154 703
583 617 996
498 917 294
550 649 281
724 496 85
721 857 954
67 581 359
769 42 970
892 528 179
614 286 178
868 571 74
335 753 552
26 675 73
828 623 982
372 960 641
739 866 831
253 351 22
721 338 375
139 406 920
365 983 514
879 171 771
629 400 839
45 864 800
425 246 905
663 380 22
746 459 327
576 604 68
357 593 755
877 208 546
261 372 924
441 839 403
855 264 341
541 119 720
594 190 875
25 569 390
15 821 123
479 140 494
809 21 935
457 453 700
279 188 528
77 735 62
519 387 241
289 798 816
145 496 708
898 917 749
878 988 170
68 969 954
826 724 355
530 561 874
478 990 863
316 838 70
340 437 877
313 110 617
227 248 399
668 62 83
709 82 538
842 146 143
548 94 795
205 292 720
225 678 380
378 500 509
464 588 298
231 623 613
6 847 999
559 883 113
404 352 674
18 890 539
260 501 518
58 227 698
809 416 438
282 602 951
997 674 318
69 184 192
861 674 239
406 626 179
111 281 370
770 501 879
916 871 844
677 928 959
62 794 238
150 222 678
475 248 426
50 954 157
584 143 82
839 886 549
757 240 115
204 490 852
147 315 242
834 244 284
214 865 12
912 51 153
114 436 225
263 124 197
567 699 107
985 172 398
788 360 185
575 441 490
180 567 832
302 132 623
826 12 207
795 549 300
859 361 171
703 966 440
697 8 991
742 372 698
404 600 553
751 843 722
153 327 752
337 40 148
490 641 966
631 126 723
915 34 415
413 962 206
701 678 11
704 701 540
17 341 444
642 552 461
803 922 828
478 405 39
526 486 864
490 60 987
581 575 115
18 614 652
574 249 326
332 203 832
815 548 694
48 346 679
927 57 279
117 559 288
231 1000 305
281 438 978
518 6 572
230 921 982
488 123 607
713 628 203
672 269 88
425 70 36
556 815 579
935 625 956
955 677 209
2 661 819
40 116 765
691 492 519
869 487 212
574 179 60
283 551 84
221 918 33
829 594 913
111 180 321
338 789 142
147 214 279
143 722 138
115 243 124
123 231 261
921 103 456
923 326 858
86 371 218
342 436 671
96 643 578
163 265 52
667 760 772
5 521 565
935 839 393
407 463 637
100 168 501
615 926 986
131 811 974
729 122 40
900 308 989
363 180 731
647 543 347
966 210 238
866 6 733
895 569 732
947 597 822
420 270 346
839 33 667
491 832 621
121 331 900
473 800 83
838 850 177
729 289 430
694 455 911
814 719 692
467 705 891
959 39 620
101 32 757
243 708 136
731 778 734
173 108 912
132 204 421
253 391 666
656 340 35
93 701 598
825 261 111
830 689 66
351 131 695
551 945 312
604 877 194
190 804 169
401 384 671
511 756 437
653 553 313
401 625 474
738 235 309
275 730 626
814 652 308
85 580 923
369 450 285
734 199 120
504 559 861
669 176 189
618 666 156
730 828 829
430 815 974
869 758 42
757 628 816
846 414 378
113 305 699
383 257 618
175 91 338
224 770 558
487 808 739
969 921 674
473 359 998
223 817 907
89 518 827
388 322 161
128 672 479
997 309 354
608 330 6
895 132 687
616 861 521
329 804 141
798 6 224
242 453 694
126 23 544
291 777 471
39 508 860
393 692 440
276 121 999
563 28 589
47 113 87
401 274 105
449 742 462
487 758 243
497 116 214
156 696 598
650 458 753
181 972 737
591 215 380
956 671 900
30 494 566
301 78 18
820 879 264
99 421 18
457 642 410
268 847 511
443 311 689
950 324 870
782 660 846
44 103 649
447 814 255
198 505 698
684 566 309
785 793 302
5 641 405
236 52 817
244 559 14
946 342 556
696 654 560
889 956 788
629 504 722
670 398 554
4 390 205
919 973 346
532 210 377
537 390 339
860 323 78
35 965 656
262 908 885
3 530 913
246 450 850
343 473 721
609 683 534
100 143 962
118 479 931
445 529 32
902 777 848
237 474 943
180 240 300
648 989 777
865 988 868
174 358 499
253 114 490
967 892 195
201 597 132
487 392 396
274 588 134
895 610 899
9 549 871
130 514 438
184 227 697
135 806 243
446 825 195
885 94 58
208 683 291
741 477 69
273 217 262
808 985 552
317 542 716
385 580 407
164 953 723
992 108 141
869 83 114
687 10 959
932 871 933
209 524 330
698 309 880
828 966 440
53 123 718
284 80 252
173 787 713
883 936 108
133 560 695
259 64 969
985 155 963
589 850 63
213 311 413
687 476 914
687 367 642
497 141 141
38 214 848
628 829 936
234 995 761
707 750 476
700 69 988
180 603 658
71 174 878
649 322 69
277 926 556
618 758 82
491 16 982
599 130 929
380 836 105
468 934 669
328 583 129
901 463 633
718 790 33
107 240 324
202 715 451
82 531 357
110 799 253
701 756 4
872 330 438
318 114 730
546 294 553
563 163 894
433 3 630
965 505 77
221 334 907
273 119 362
398 893 111
85 488 882
656 290 254
112 281 138
905 375 446
198 374 548
316 993 499
670 112 426
582 932 950
688 370 784
357 516 774
674 876 894
836 133 433
584 786 194
386 65 200
391 434 761
570 804 805
660 840 904
392 683 685
163 758 415
603 678 191
56 100 289
225 694 515
921 291 279
305 138 435
884 798 151
265 130 748
741 550 870
213 866 149
511 568 902
177 558 695
776 602 262
645 466 679
469 321 601
886 32 977
147 315 396
580 422 647
216 344 908
175 116 953
607 516 951
308 921 944
174 812 291
526 178 512
77 463 719
630 420 329
767 294 62
112 417 501
362 239 697
619 996 6
406 974 71
80 310 314
634 1000 338
201 825 847
617 626 132
504 460 393
517 181 674
80 368 118
777 595 518
656 17 666
836 73 262
768 89 881
159 323 94
487 139 185
369 408 152
741 781 436
223 141 919
459 207 482
187 829 327
976 828 464
384 404 399
108 725 404
386 410 337
396 996 752
684 166 310
1000 125 443
317 591 55
983 545 632
87 981 285
941 927 833
623 184 773
578 797 548
347 531 575
614 947 926
673 342 92
623 419 371
646 141 172
6 518 606
205 622 300
380 67 355
459 436 621
287 924 767
283 532 200
372 161 890
358 635 102
13 501 116
864 220 585
77 919 424
688 274 599
805 98 815
578 175 815
133 932 202
342 373 251
901 869 734
541 93 204
568 898 717
62 279 198
200 582 318
273 288 162
832 316 9
999 747 505
